tau,alpha,text_mode,text_floor,node_f1_micro,node_precision_micro,node_recall_micro,edge_f1_micro,edge_precision_micro,edge_recall_micro,combined_f1,num_frames
0.3,0.5,semantic,0.25,0.6677685950413222,0.6905982905982906,0.6464,0.2357414448669202,0.24652087475149106,0.22586520947176686,0.4517550199541212,100
0.3,0.7,semantic,0.25,0.6677685950413222,0.6905982905982906,0.6464,0.2338403041825095,0.24453280318091453,0.22404371584699453,0.4508044496119159,100
0.3,0.85,semantic,0.25,0.6677685950413222,0.6905982905982906,0.6464,0.2262357414448669,0.23658051689860835,0.2167577413479053,0.4470021682430946,100
0.5,0.5,semantic,0.25,0.4793388429752066,0.49572649572649574,0.464,0.12927756653992398,0.13518886679920478,0.12386156648451731,0.3043082047575653,100
0.5,0.7,semantic,0.25,0.4793388429752066,0.49572649572649574,0.464,0.12737642585551334,0.13320079522862824,0.122040072859745,0.30335763441536,100
0.5,0.85,semantic,0.25,0.4793388429752066,0.49572649572649574,0.464,0.12167300380228137,0.1272365805168986,0.11657559198542805,0.300505923388744,100
0.7,0.5,semantic,0.25,0.23305785123966943,0.24102564102564103,0.2256,0.039923954372623575,0.041749502982107355,0.03825136612021858,0.1364909028061465,100
0.7,0.7,semantic,0.25,0.23305785123966943,0.24102564102564103,0.2256,0.039923954372623575,0.041749502982107355,0.03825136612021858,0.1364909028061465,100
0.7,0.85,semantic,0.25,0.23305785123966943,0.24102564102564103,0.2256,0.039923954372623575,0.041749502982107355,0.03825136612021858,0.1364909028061465,100
