video_id,frame_no,parsed_json,schema_conformant,node_tp,node_fp,node_fn,node_precision,node_recall,node_f1,edge_tp,edge_fp,edge_fn,edge_precision,edge_recall,edge_f1,box_mean_iou,box_median_iou,box_std_iou,box_min_iou,box_max_iou,box_match_count,box_iou@0.5_coverage,box_iou@0.75_coverage,gen_wall_time_s
0JVmVXLrNZo,23,1,1,1,2,5,0.3333333333333333,0.16666666666666666,0.2222222222222222,0,2,4,0.0,0.0,0.0,0.5185185074806213,0.5185185074806213,0.0,0.5185185074806213,0.5185185074806213,1,1.0,0.0,10.960612
0JVmVXLrNZo,62,1,1,3,0,1,1.0,0.75,0.8571428571428571,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0.7837763428688049,0.782608687877655,0.17607109248638153,0.5687204003334045,1.0,3,1.0,0.6666666666666666,10.956876
0JVmVXLrNZo,64,1,1,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,3,5,0.0,0.0,0.0,0.3962264060974121,0.3962264060974121,0.0,0.3962264060974121,0.3962264060974121,1,0.0,0.0,11.129469
0JVmVXLrNZo,150,1,1,2,2,0,0.5,1.0,0.6666666666666666,1,2,0,0.3333333333333333,1.0,0.5,0.6818181872367859,0.6818181872367859,0.3181818127632141,0.3636363744735718,1.0,2,0.5,0.5,12.992609
1mB0G1AwUPg,99,1,1,6,4,2,0.6,0.75,0.6666666666666665,0,8,5,0.0,0.0,0.0,0.6417338252067566,0.6514398455619812,0.14514076709747314,0.38461539149284363,0.8333333134651184,6,0.8333333333333334,0.3333333333333333,33.164771
1mB0G1AwUPg,279,1,1,6,2,4,0.75,0.6,0.6666666666666665,1,7,7,0.125,0.125,0.125,0.6351315975189209,0.6895099878311157,0.17392978072166443,0.36000001430511475,0.8522727489471436,6,0.6666666666666666,0.3333333333333333,27.075478
1mB0G1AwUPg,290,1,1,7,2,3,0.7777777777777778,0.7,0.7368421052631577,3,5,8,0.375,0.2727272727272727,0.3157894736842105,0.6263512969017029,0.5555555820465088,0.16466358304023743,0.3947368562221527,0.8586761951446533,7,0.8571428571428571,0.2857142857142857,30.69377
1mB0G1AwUPg,304,1,1,6,2,6,0.75,0.5,0.6,1,7,7,0.125,0.125,0.125,0.6059237718582153,0.5603464245796204,0.20245563983917236,0.3030303120613098,0.8698583841323853,6,0.5,0.3333333333333333,26.932304
3rtzSsuJ4Ng,5,1,1,3,4,6,0.42857142857142855,0.3333333333333333,0.375,1,5,5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6902527809143066,0.7343941330909729,0.08602740615606308,0.5699999928474426,0.7663642168045044,3,1.0,0.3333333333333333,22.634814
3rtzSsuJ4Ng,19,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.890397
3rtzSsuJ4Ng,143,1,1,4,7,7,0.36363636363636365,0.36363636363636365,0.36363636363636365,0,8,9,0.0,0.0,0.0,0.3920864164829254,0.3787878751754761,0.07216687500476837,0.3125,0.4982698857784271,4,0.0,0.0,34.579558
3rtzSsuJ4Ng,163,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.890558
4eWzsx1vAi8,64,1,1,5,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,2,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6013790369033813,0.5,0.21409182250499725,0.38461539149284363,1.0,5,0.6,0.2,22.584236
4eWzsx1vAi8,66,1,1,4,4,3,0.5,0.5714285714285714,0.5333333333333333,0,5,7,0.0,0.0,0.0,0.450778990983963,0.41258740425109863,0.1091269850730896,0.3529411852359772,0.625,4,0.25,0.0,24.229498
4eWzsx1vAi8,94,1,1,4,0,0,1.0,1.0,1.0,3,0,0,1.0,1.0,1.0,0.6698753833770752,0.591796875,0.20511755347251892,0.495907723903656,1.0,4,0.75,0.25,13.329847
4eWzsx1vAi8,196,1,1,7,1,2,0.875,0.7777777777777778,0.823529411764706,3,5,5,0.375,0.375,0.375,0.5510886311531067,0.4647887349128723,0.22133691608905792,0.3333333432674408,1.0,7,0.42857142857142855,0.14285714285714285,26.625843
8fVUcbC8MgM,24,1,1,7,8,5,0.4666666666666667,0.5833333333333334,0.5185185185185186,0,11,8,0.0,0.0,0.0,0.649330735206604,0.6315789222717285,0.21374773979187012,0.3589743673801422,1.0,7,0.7142857142857143,0.42857142857142855,46.202686
8fVUcbC8MgM,73,1,1,4,3,3,0.5714285714285714,0.5714285714285714,0.5714285714285714,2,4,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.49022766947746277,0.4849315285682678,0.13870249688625336,0.3368421196937561,0.6542056202888489,4,0.5,0.0,22.505432
8fVUcbC8MgM,231,1,1,6,5,4,0.5454545454545454,0.6,0.5714285714285713,0,9,9,0.0,0.0,0.0,0.5671953558921814,0.5204750299453735,0.15452836453914642,0.4000000059604645,0.8888888955116272,6,0.5,0.16666666666666666,36.097579
8fVUcbC8MgM,286,1,1,7,1,1,0.875,0.875,0.875,2,5,4,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.6300039887428284,0.6774193644523621,0.1736554652452469,0.3333333432674408,0.800000011920929,7,0.7142857142857143,0.42857142857142855,25.635282
Aa4rc5Exz24,50,1,1,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1,4,5,0.2,0.16666666666666666,0.1818181818181818,0.7620078921318054,0.8353779911994934,0.1861870139837265,0.49295774102211,1.0,6,0.8333333333333334,0.6666666666666666,22.801214
Aa4rc5Exz24,91,1,1,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,3,2,3,0.6,0.5,0.5454545454545454,0.6329969167709351,0.5852272510528564,0.20042122900485992,0.3862595558166504,1.0,6,0.6666666666666666,0.3333333333333333,21.296347
Aa4rc5Exz24,99,1,1,5,0,0,1.0,1.0,1.0,3,1,1,0.75,0.75,0.75,0.7841379046440125,0.800000011920929,0.20044660568237305,0.5,1.0,5,1.0,0.6,16.181368
Aa4rc5Exz24,139,1,1,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.5504683256149292,0.46666666865348816,0.16213896870613098,0.3688524663448334,0.8333333134651184,5,0.4,0.2,21.105692
BByjyvBp6gI,88,1,1,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,4,3,0.2,0.25,0.22222222222222224,0.5471851229667664,0.5747126340866089,0.1542368084192276,0.30000001192092896,0.7737475037574768,5,0.6,0.2,19.406262
BByjyvBp6gI,89,1,1,4,4,1,0.5,0.8,0.6153846153846154,0,6,4,0.0,0.0,0.0,0.5266934633255005,0.4532403349876404,0.16544859111309052,0.3913043439388275,0.8089887499809265,4,0.25,0.25,24.881666
BByjyvBp6gI,244,1,1,6,0,2,1.0,0.75,0.8571428571428571,2,3,7,0.4,0.2222222222222222,0.2857142857142857,0.5730893611907959,0.6093401908874512,0.11832461506128311,0.3448275923728943,0.7272727489471436,6,0.8333333333333334,0.0,20.529619
