video_id,frame_no,parsed_json,schema_conformant,node_tp,node_fp,node_fn,node_precision,node_recall,node_f1,edge_tp,edge_fp,edge_fn,edge_precision,edge_recall,edge_f1,box_mean_iou,box_median_iou,box_std_iou,box_min_iou,box_max_iou,box_match_count,box_iou@0.5_coverage,box_iou@0.75_coverage,gen_wall_time_s
0JVmVXLrNZo,23,1,1,1,2,5,0.3333333333333333,0.16666666666666666,0.2222222222222222,0,2,4,0.0,0.0,0.0,0.5185185074806213,0.5185185074806213,0.0,0.5185185074806213,0.5185185074806213,1,1.0,0.0,8.497882
0JVmVXLrNZo,62,1,1,3,0,1,1.0,0.75,0.8571428571428571,2,1,2,0.6666666666666666,0.5,0.5714285714285715,0.6600020527839661,0.5650684833526611,0.24810448288917542,0.4149377644062042,1.0,3,0.6666666666666666,0.3333333333333333,8.875118
0JVmVXLrNZo,64,1,1,1,2,2,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,3,5,0.0,0.0,0.0,0.4000000059604645,0.4000000059604645,0.0,0.4000000059604645,0.4000000059604645,1,0.0,0.0,9.594038
0JVmVXLrNZo,150,1,1,2,1,0,0.6666666666666666,1.0,0.8,1,2,0,0.3333333333333333,1.0,0.5,0.6264705657958984,0.6264705657958984,0.27352938055992126,0.3529411852359772,0.8999999761581421,2,0.5,0.5,8.327444
1mB0G1AwUPg,99,1,1,6,3,2,0.6666666666666666,0.75,0.7058823529411765,0,10,5,0.0,0.0,0.0,0.6969919204711914,0.7118091583251953,0.11249430477619171,0.5,0.8333333134651184,6,1.0,0.3333333333333333,24.034138
1mB0G1AwUPg,279,1,1,7,1,3,0.875,0.7,0.7777777777777777,1,7,7,0.125,0.125,0.125,0.6181066632270813,0.7142857313156128,0.21027939021587372,0.3412969410419464,0.875,7,0.5714285714285714,0.42857142857142855,21.756908
1mB0G1AwUPg,290,1,1,6,6,4,0.5,0.6,0.5454545454545454,2,9,9,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.7571971416473389,0.800000011920929,0.10006581991910934,0.5625,0.8571428656578064,6,1.0,0.6666666666666666,29.638004
1mB0G1AwUPg,304,1,1,7,0,5,1.0,0.5833333333333334,0.7368421052631579,0,10,8,0.0,0.0,0.0,0.5886055827140808,0.5263158082962036,0.17309370636940002,0.40449437499046326,0.8698583841323853,7,0.5714285714285714,0.2857142857142857,20.773669
3rtzSsuJ4Ng,5,1,1,4,2,5,0.6666666666666666,0.4444444444444444,0.5333333333333333,2,3,4,0.4,0.3333333333333333,0.3636363636363636,0.6248324513435364,0.6521970629692078,0.1356097310781479,0.4285714328289032,0.7663642168045044,4,0.75,0.25,15.568178
3rtzSsuJ4Ng,19,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.067662
3rtzSsuJ4Ng,143,1,1,5,5,6,0.5,0.45454545454545453,0.47619047619047616,2,3,7,0.4,0.2222222222222222,0.2857142857142857,0.4229813516139984,0.38461539149284363,0.12194197624921799,0.3125,0.6499999761581421,5,0.2,0.0,26.217902
3rtzSsuJ4Ng,163,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.688884
4eWzsx1vAi8,64,1,1,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,1,5,5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.5458187460899353,0.49291497468948364,0.21029525995254517,0.3684210479259491,1.0,6,0.5,0.16666666666666666,18.249847
4eWzsx1vAi8,66,1,1,4,5,3,0.4444444444444444,0.5714285714285714,0.5,0,5,7,0.0,0.0,0.0,0.4237179756164551,0.4307692348957062,0.08560753613710403,0.30000001192092896,0.5333333611488342,4,0.25,0.0,21.249808
4eWzsx1vAi8,94,1,1,4,0,0,1.0,1.0,1.0,3,1,0,0.75,1.0,0.8571428571428571,0.6466958522796631,0.5897507667541504,0.22706900537014008,0.4072819650173187,1.0,4,0.5,0.25,11.613016
4eWzsx1vAi8,196,1,1,6,2,3,0.75,0.6666666666666666,0.7058823529411765,4,5,4,0.4444444444444444,0.5,0.47058823529411764,0.549564778804779,0.459430992603302,0.2374672293663025,0.3103448152542114,0.9166666865348816,6,0.5,0.3333333333333333,22.254494
8fVUcbC8MgM,24,1,1,8,6,4,0.5714285714285714,0.6666666666666666,0.6153846153846153,0,10,8,0.0,0.0,0.0,0.6206845045089722,0.6607142686843872,0.1880735158920288,0.375,0.8571428656578064,8,0.625,0.5,34.680348
8fVUcbC8MgM,73,1,1,4,4,3,0.5,0.5714285714285714,0.5333333333333333,1,6,6,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.6034491062164307,0.5329851508140564,0.25588807463645935,0.3478260934352875,1.0,4,0.5,0.25,20.299366
8fVUcbC8MgM,231,1,1,8,3,2,0.7272727272727273,0.8,0.761904761904762,0,8,9,0.0,0.0,0.0,0.4629553556442261,0.4835968017578125,0.10363081842660904,0.3125,0.6451612710952759,8,0.375,0.0,28.269653
8fVUcbC8MgM,286,1,1,7,1,1,0.875,0.875,0.875,2,5,4,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.6606935858726501,0.6774193644523621,0.14658330380916595,0.4000000059604645,0.8307692408561707,7,0.8571428571428571,0.42857142857142855,20.239107
Aa4rc5Exz24,50,1,1,6,1,1,0.8571428571428571,0.8571428571428571,0.8571428571428571,2,4,4,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6653411388397217,0.7200704216957092,0.13422134518623352,0.3947368562221527,0.7957559823989868,6,0.8333333333333334,0.5,18.736047
Aa4rc5Exz24,91,1,1,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,3,2,3,0.6,0.5,0.5454545454545454,0.6778571605682373,0.625,0.20190925896167755,0.4285714328289032,1.0,5,0.8,0.4,16.502127
Aa4rc5Exz24,99,1,1,4,1,1,0.8,0.8,0.8000000000000002,2,2,2,0.5,0.5,0.5,0.5550073385238647,0.5277777910232544,0.1503356546163559,0.375,0.7894737124443054,4,0.75,0.25,12.932661
Aa4rc5Exz24,139,1,1,4,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,1,5,5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.6880598068237305,0.6417445540428162,0.1942523568868637,0.46875,1.0,4,0.75,0.25,17.199934
BByjyvBp6gI,88,1,1,5,2,1,0.7142857142857143,0.8333333333333334,0.7692307692307692,1,5,3,0.16666666666666666,0.25,0.2,0.5795807242393494,0.5972696542739868,0.15586692094802856,0.30000001192092896,0.7737475037574768,5,0.8,0.2,18.149736
BByjyvBp6gI,89,1,1,3,3,2,0.5,0.6,0.5454545454545454,0,5,4,0.0,0.0,0.0,0.3848842680454254,0.3888888955116272,0.06773208826780319,0.30000001192092896,0.46576401591300964,3,0.0,0.0,15.546481
BByjyvBp6gI,244,1,1,6,0,2,1.0,0.75,0.8571428571428571,1,3,8,0.25,0.1111111111111111,0.15384615384615383,0.534150242805481,0.5669642686843872,0.08859650045633316,0.3870967626571655,0.6260162591934204,6,0.6666666666666666,0.0,15.947881
BByjyvBp6gI,265,1,1,5,1,5,0.8333333333333334,0.5,0.625,1,2,8,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.4510856568813324,0.36050155758857727,0.13913151621818542,0.3036876320838928,0.6382978558540344,5,0.4,0.0,15.332451
Gf4eEhDpxgk,7,1,1,8,3,3,0.7272727272727273,0.7272727272727273,0.7272727272727273,3,7,7,0.3,0.3,0.3,0.7289650440216064,0.6949999928474426,0.23622529208660126,0.3333333432674408,1.0,8,0.875,0.5,28.424294
Gf4eEhDpxgk,32,1,1,1,4,5,0.2,0.16666666666666666,0.1818181818181818,0,4,5,0.0,0.0,0.0,0.8999999761581421,0.8999999761581421,0.0,0.8999999761581421,0.8999999761581421,1,1.0,1.0,13.605947
Gf4eEhDpxgk,157,1,1,3,1,3,0.75,0.5,0.6,1,3,3,0.25,0.25,0.25,0.5439919829368591,0.529411792755127,0.17825278639793396,0.3333333432674408,0.7692307829856873,3,0.6666666666666666,0.3333333333333333,11.269925
Gf4eEhDpxgk,166,1,1,3,2,2,0.6,0.6,0.6,0,4,4,0.0,0.0,0.0,0.6100000143051147,0.6000000238418579,0.11045361310243607,0.47999998927116394,0.75,3,0.6666666666666666,0.3333333333333333,12.6516
I9nR5rDP7nQ,18,1,1,3,5,6,0.375,0.3333333333333333,0.35294117647058826,2,5,5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7381432056427002,0.75,0.055977825075387955,0.6644295454025269,0.800000011920929,3,1.0,0.6666666666666666,20.819564
I9nR5rDP7nQ,72,1,1,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0,3,2,0.0,0.0,0.0,0.8673469424247742,0.8673469424247742,0.13265305757522583,0.7346938848495483,1.0,2,1.0,0.5,9.916954
I9nR5rDP7nQ,203,1,1,6,9,8,0.4,0.42857142857142855,0.4137931034482759,1,12,10,0.07692307692307693,0.09090909090909091,0.08333333333333334,0.5280773043632507,0.42222222685813904,0.19535084068775177,0.3461538553237915,0.8888888955116272,6,0.3333333333333333,0.16666666666666666,38.789444
I9nR5rDP7nQ,244,1,1,1,3,1,0.25,0.5,0.3333333333333333,0,3,1,0.0,0.0,0.0,0.375,0.375,0.0,0.375,0.375,1,0.0,0.0,10.263374
JzU12Qf5FPg,126,1,1,7,2,5,0.7777777777777778,0.5833333333333334,0.6666666666666666,1,6,13,0.14285714285714285,0.07142857142857142,0.09523809523809523,0.4701218903064728,0.3658536672592163,0.1939089149236679,0.3333333432674408,0.800000011920929,7,0.2857142857142857,0.2857142857142857,23.442677
JzU12Qf5FPg,436,1,1,5,2,3,0.7142857142857143,0.625,0.6666666666666666,2,4,5,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.6316671371459961,0.6399999856948853,0.1212615817785263,0.4716981053352356,0.8333333134651184,5,0.8,0.2,17.751148
