video_id,frame_no,parsed_json,schema_conformant,node_tp,node_fp,node_fn,node_precision,node_recall,node_f1,edge_tp,edge_fp,edge_fn,edge_precision,edge_recall,edge_f1,box_mean_iou,box_median_iou,box_std_iou,box_min_iou,box_max_iou,box_match_count,box_iou@0.5_coverage,box_iou@0.75_coverage,composite_hits_gt,composite_hits_pred,composite_fn_explained_pct,composite_fp_explained_pct,composite_adj_recall,gen_wall_time_s
Aa4rc5Exz24,91,1,1,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,3,1,3,0.75,0.5,0.6,0.651948094367981,0.625,0.13326172530651093,0.5,0.875,5,1.0,0.2,0,0,0.0,0.0,0.7142857142857143,23.174253
Aa4rc5Exz24,99,1,1,5,0,0,1.0,1.0,1.0,3,1,1,0.75,0.75,0.75,0.7490653991699219,0.7399699091911316,0.1494871824979782,0.5625,1.0,5,1.0,0.4,0,0,0.0,0.0,1.0,20.756199
Aa4rc5Exz24,139,1,1,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,4,1,2,0.8,0.6666666666666666,0.7272727272727272,0.6524013876914978,0.625,0.10581280291080475,0.5507246255874634,0.8333333134651184,5,1.0,0.2,0,0,0.0,0.0,0.8333333333333334,25.84775
BByjyvBp6gI,88,1,1,5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334,3,2,1,0.6,0.75,0.6666666666666665,0.560757040977478,0.4861111044883728,0.18282517790794373,0.3333333432674408,0.7792207598686218,5,0.4,0.4,0,0,0.0,0.0,0.8333333333333334,25.181683
BByjyvBp6gI,89,1,1,3,3,2,0.5,0.6,0.5454545454545454,0,5,4,0.0,0.0,0.0,0.4874260425567627,0.3375000059604645,0.22755183279514313,0.31578946113586426,0.8089887499809265,3,0.3333333333333333,0.3333333333333333,0,0,0.0,0.0,0.6,25.092135
BByjyvBp6gI,244,1,1,7,0,1,1.0,0.875,0.9333333333333333,5,1,4,0.8333333333333334,0.5555555555555556,0.6666666666666667,0.5961828827857971,0.5625,0.11335740983486176,0.43478259444236755,0.8333333134651184,7,0.8571428571428571,0.14285714285714285,0,0,0.0,0.0,0.875,29.601528
BByjyvBp6gI,265,0,0,0,0,10,0.0,0.0,0.0,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,,,,279.60901
Gf4eEhDpxgk,7,1,1,8,2,3,0.8,0.7272727272727273,0.761904761904762,2,6,8,0.25,0.2,0.22222222222222224,0.5250151753425598,0.4164414405822754,0.19517892599105835,0.30000001192092896,0.8888888955116272,8,0.375,0.25,0,0,0.0,0.0,0.7272727272727273,41.715561
Gf4eEhDpxgk,32,1,1,2,3,4,0.4,0.3333333333333333,0.3636363636363636,0,5,5,0.0,0.0,0.0,0.6521563529968262,0.6521563529968262,0.2478436529636383,0.4043126702308655,0.8999999761581421,2,0.5,0.5,0,0,0.0,0.0,0.3333333333333333,22.05975
Gf4eEhDpxgk,157,1,1,3,1,3,0.75,0.5,0.6,1,3,3,0.25,0.25,0.25,0.5470085740089417,0.5384615659713745,0.1780569851398468,0.3333333432674408,0.7692307829856873,3,0.6666666666666666,0.3333333333333333,0,0,0.0,0.0,0.5,17.820112
Gf4eEhDpxgk,166,1,1,4,2,1,0.6666666666666666,0.8,0.7272727272727272,2,2,2,0.5,0.5,0.5,0.5170535445213318,0.5028571486473083,0.2021031677722931,0.3125,0.75,4,0.5,0.25,0,0,0.0,0.0,0.8,24.125244
I9nR5rDP7nQ,18,1,1,4,8,5,0.3333333333333333,0.4444444444444444,0.380952380952381,1,8,6,0.1111111111111111,0.14285714285714285,0.125,0.4451930522918701,0.44999998807907104,0.07138918340206146,0.3529411852359772,0.5278310775756836,4,0.5,0.0,0,0,0.0,0.0,0.4444444444444444,47.511121
I9nR5rDP7nQ,72,1,1,2,2,1,0.5,0.6666666666666666,0.5714285714285715,0,3,2,0.0,0.0,0.0,0.6727272868156433,0.6727272868156433,0.12727272510528564,0.5454545617103577,0.800000011920929,2,1.0,0.5,0,0,0.0,0.0,0.6666666666666666,16.323154
